SpatialDimValueCode,Location,country,Obesity_Rate,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
ITA,Italy,Italy,19.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.32,NA,NA,32.8,NA,46.23,39.32 [32.8 – 46.23],NA,NA,EN,2018-09-13T07:00:00Z
NRU,Nauru,Nauru,61,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.38,NA,NA,29.65,NA,50,39.38 [29.65 – 50],NA,NA,EN,2018-09-13T07:00:00Z
MRT,Mauritania,Mauritania,12.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.49,NA,NA,31.72,NA,47.26,39.49 [31.72 – 47.26],NA,NA,EN,2018-09-13T07:00:00Z
LBN,Lebanon,Lebanon,33.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.51,NA,NA,31.25,NA,48.41,39.51 [31.25 – 48.41],NA,NA,EN,2018-09-13T07:00:00Z
SVN,Slovenia,Slovenia,20.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.51,NA,NA,31.3,NA,48.35,39.51 [31.3 – 48.35],NA,NA,EN,2018-09-13T07:00:00Z
MLI,Mali,Mali,8.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.57,NA,NA,32.95,NA,46.19,39.57 [32.95 – 46.19],NA,NA,EN,2018-09-13T07:00:00Z
LBY,Libya,Libya,32.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.68,NA,NA,30.36,NA,49.81,39.68 [30.36 – 49.81],NA,NA,EN,2018-09-13T07:00:00Z
LCA,Saint Lucia,Saint Lucia,19.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.72,NA,NA,30.32,NA,49.78,39.72 [30.32 – 49.78],NA,NA,EN,2018-09-13T07:00:00Z
JPN,Japan,Japan,4.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8,NA,NA,23.11,NA,59.21,39.8 [23.11 – 59.21],NA,NA,EN,2018-09-13T07:00:00Z
SGP,Singapore,Singapore,6.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.86,NA,NA,23.58,NA,58.71,39.86 [23.58 – 58.71],NA,NA,EN,2018-09-13T07:00:00Z
BRA,Brazil,Brazil,22.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.98,NA,NA,32.37,NA,48.11,39.98 [32.37 – 48.11],NA,NA,EN,2018-09-13T07:00:00Z
MOZ,Mozambique,Mozambique,7.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49,NA,NA,3.29,NA,6.1,4.49 [3.29 – 6.1],NA,NA,EN,2018-09-13T07:00:00Z
UGA,Uganda,Uganda,5.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55,NA,NA,3.3,NA,6.24,4.55 [3.3 – 6.24],NA,NA,EN,2018-09-13T07:00:00Z
SVK,Slovakia,Slovakia,20.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.06,NA,NA,31.87,NA,48.85,40.06 [31.87 – 48.85],NA,NA,EN,2018-09-13T07:00:00Z
PRT,Portugal,Portugal,20.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.27,NA,NA,32.21,NA,48.88,40.27 [32.21 – 48.88],NA,NA,EN,2018-09-13T07:00:00Z
GRC,Greece,Greece,24.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.57,NA,NA,33.6,NA,47.91,40.57 [33.6 – 47.91],NA,NA,EN,2018-09-13T07:00:00Z
HUN,Hungary,Hungary,26.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6,NA,NA,32.79,NA,48.86,40.6 [32.79 – 48.86],NA,NA,EN,2018-09-13T07:00:00Z
TUV,Tuvalu,Tuvalu,51.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.69,NA,NA,31.45,NA,50.62,40.69 [31.45 – 50.62],NA,NA,EN,2018-09-13T07:00:00Z
ROU,Romania,Romania,22.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.93,NA,NA,32.41,NA,50.02,40.93 [32.41 – 50.02],NA,NA,EN,2018-09-13T07:00:00Z
MHL,Marshall Islands,Marshall Islands,52.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.98,NA,NA,31.83,NA,50.79,40.98 [31.83 – 50.79],NA,NA,EN,2018-09-13T07:00:00Z
SRB,Serbia,Serbia,21.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.17,NA,NA,32.41,NA,50.49,41.17 [32.41 – 50.49],NA,NA,EN,2018-09-13T07:00:00Z
BGR,Bulgaria,Bulgaria,25,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.21,NA,NA,33,NA,49.91,41.21 [33 – 49.91],NA,NA,EN,2018-09-13T07:00:00Z
NZL,New Zealand,New Zealand,30.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.42,NA,NA,34.82,NA,48.34,41.42 [34.82 – 48.34],NA,NA,EN,2018-09-13T07:00:00Z
AND,Andorra,Andorra,25.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.49,NA,NA,33.96,NA,49.42,41.49 [33.96 – 49.42],NA,NA,EN,2018-09-13T07:00:00Z
MYS,Malaysia,Malaysia,15.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.77,NA,NA,31.76,NA,52.51,41.77 [31.76 – 52.51],NA,NA,EN,2018-09-13T07:00:00Z
PAK,Pakistan,Pakistan,8.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.87,NA,NA,25.64,NA,58.1,41.87 [25.64 – 58.1],NA,NA,EN,2018-09-13T07:00:00Z
IRN,Iran (Islamic Republic of),Iran,25.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.22,NA,NA,33.27,NA,51.71,42.22 [33.27 – 51.71],NA,NA,EN,2018-09-13T07:00:00Z
ARG,Argentina,Argentina,28.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.3,NA,NA,34.28,NA,50.72,42.3 [34.28 – 50.72],NA,NA,EN,2018-09-13T07:00:00Z
DOM,Dominican Republic,Dominican Republic,27.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.41,NA,NA,33.71,NA,51.6,42.41 [33.71 – 51.6],NA,NA,EN,2018-09-13T07:00:00Z
USA,United States of America,United States,36.2,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.53,NA,NA,35.44,NA,49.9,42.53 [35.44 – 49.9],NA,NA,EN,2018-09-13T07:00:00Z
GBR,United Kingdom of Great Britain and Northern Ireland,United Kingdom,27.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.65,NA,NA,35.29,NA,50.35,42.65 [35.29 – 50.35],NA,NA,EN,2018-09-13T07:00:00Z
AND,Andorra,Andorra,25.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.87,NA,NA,34.99,NA,51.12,42.87 [34.99 – 51.12],NA,NA,EN,2018-09-13T07:00:00Z
KOR,Republic of Korea,South Korea,4.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.91,NA,NA,25.94,NA,61.72,42.91 [25.94 – 61.72],NA,NA,EN,2018-09-13T07:00:00Z
BHS,Bahamas,Bahamas,31.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.98,NA,NA,34.71,NA,51.57,42.98 [34.71 – 51.57],NA,NA,EN,2018-09-13T07:00:00Z
COL,Colombia,Colombia,22.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.02,NA,NA,34.42,NA,51.62,43.02 [34.42 – 51.62],NA,NA,EN,2018-09-13T07:00:00Z
IND,India,India,3.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,SEAR,South-East Asia,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.45,NA,NA,28.85,NA,59.3,43.45 [28.85 – 59.3],NA,NA,EN,2018-09-13T07:00:00Z
DEU,Germany,Germany,22.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.52,NA,NA,37.15,NA,50.11,43.52 [37.15 – 50.11],NA,NA,EN,2018-09-13T07:00:00Z
SAU,Saudi Arabia,Saudi Arabia,35.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Male,MLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.71,NA,NA,35.5,NA,52.27,43.71 [35.5 – 52.27],NA,NA,EN,2018-09-13T07:00:00Z
BEL,Belgium,Belgium,22.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9,NA,NA,36.4,NA,51.68,43.9 [36.4 – 51.68],NA,NA,EN,2018-09-13T07:00:00Z
SUR,Suriname,Suriname,26.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.99,NA,NA,36,NA,52.28,43.99 [36 – 52.28],NA,NA,EN,2018-09-13T07:00:00Z
MLT,Malta,Malta,28.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.06,NA,NA,35.81,NA,52.61,44.06 [35.81 – 52.61],NA,NA,EN,2018-09-13T07:00:00Z
AND,Andorra,Andorra,25.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.26,NA,NA,36.02,NA,52.82,44.26 [36.02 – 52.82],NA,NA,EN,2018-09-13T07:00:00Z
KIR,Kiribati,Kiribati,46,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.29,NA,NA,34.39,NA,54.68,44.29 [34.39 – 54.68],NA,NA,EN,2018-09-13T07:00:00Z
CUB,Cuba,Cuba,24.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.29,NA,NA,35.74,NA,53.19,44.29 [35.74 – 53.19],NA,NA,EN,2018-09-13T07:00:00Z
GRC,Greece,Greece,24.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.31,NA,NA,36.69,NA,52.2,44.31 [36.69 – 52.2],NA,NA,EN,2018-09-13T07:00:00Z
BRB,Barbados,Barbados,23.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4,NA,NA,35.65,NA,53.16,44.4 [35.65 – 53.16],NA,NA,EN,2018-09-13T07:00:00Z
BGR,Bulgaria,Bulgaria,25,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.44,NA,NA,35.6,NA,53.65,44.44 [35.6 – 53.65],NA,NA,EN,2018-09-13T07:00:00Z
KNA,Saint Kitts and Nevis,Saint Kitts and Nevis,22.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.49,NA,NA,34.73,NA,54.69,44.49 [34.73 – 54.69],NA,NA,EN,2018-09-13T07:00:00Z
NZL,New Zealand,New Zealand,30.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.62,NA,NA,37.44,NA,52.03,44.62 [37.44 – 52.03],NA,NA,EN,2018-09-13T07:00:00Z
MRT,Mauritania,Mauritania,12.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.67,NA,NA,36.31,NA,53.04,44.67 [36.31 – 53.04],NA,NA,EN,2018-09-13T07:00:00Z
ITA,Italy,Italy,19.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.81,NA,NA,37.6,NA,52.22,44.81 [37.6 – 52.22],NA,NA,EN,2018-09-13T07:00:00Z
PLW,Palau,Palau,55.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.85,NA,NA,34.73,NA,55.29,44.85 [34.73 – 55.29],NA,NA,EN,2018-09-13T07:00:00Z
CYP,Cyprus,Cyprus,21.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.27,NA,NA,37.71,NA,53.02,45.27 [37.71 – 53.02],NA,NA,EN,2018-09-13T07:00:00Z
QAT,Qatar,Qatar,35.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.77,NA,NA,36,NA,55.88,45.77 [36 – 55.88],NA,NA,EN,2018-09-13T07:00:00Z
DEU,Germany,Germany,22.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.82,NA,NA,38.97,NA,52.82,45.82 [38.97 – 52.82],NA,NA,EN,2018-09-13T07:00:00Z
NRU,Nauru,Nauru,61,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.9,NA,NA,35.11,NA,57.01,45.9 [35.11 – 57.01],NA,NA,EN,2018-09-13T07:00:00Z
HUN,Hungary,Hungary,26.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.94,NA,NA,37.31,NA,54.82,45.94 [37.31 – 54.82],NA,NA,EN,2018-09-13T07:00:00Z
SRB,Serbia,Serbia,21.5,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.96,NA,NA,36.47,NA,55.75,45.96 [36.47 – 55.75],NA,NA,EN,2018-09-13T07:00:00Z
ARE,United Arab Emirates,United Arab Emirates,31.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EMR,Eastern Mediterranean,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.25,NA,NA,37.02,NA,55.49,46.25 [37.02 – 55.49],NA,NA,EN,2018-09-13T07:00:00Z
CRI,Costa Rica,Costa Rica,25.7,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.25,NA,NA,38.1,NA,54.56,46.25 [38.1 – 54.56],NA,NA,EN,2018-09-13T07:00:00Z
MLI,Mali,Mali,8.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.26,NA,NA,38.82,NA,53.69,46.26 [38.82 – 53.69],NA,NA,EN,2018-09-13T07:00:00Z
PRT,Portugal,Portugal,20.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.35,NA,NA,37.77,NA,55.13,46.35 [37.77 – 55.13],NA,NA,EN,2018-09-13T07:00:00Z
ARG,Argentina,Argentina,28.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.44,NA,NA,37.74,NA,55.38,46.44 [37.74 – 55.38],NA,NA,EN,2018-09-13T07:00:00Z
BRA,Brazil,Brazil,22.1,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.91,NA,NA,38.76,NA,55.21,46.91 [38.76 – 55.21],NA,NA,EN,2018-09-13T07:00:00Z
MHL,Marshall Islands,Marshall Islands,52.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Both sexes,BTSX,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.26,NA,NA,37.3,NA,57.4,47.26 [37.3 – 57.4],NA,NA,EN,2018-09-13T07:00:00Z
NZL,New Zealand,New Zealand,30.8,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.59,NA,NA,39.86,NA,55.44,47.59 [39.86 – 55.44],NA,NA,EN,2018-09-13T07:00:00Z
ZAF,South Africa,South Africa,28.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AFR,Africa,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.83,NA,NA,38.27,NA,57.55,47.83 [38.27 – 57.55],NA,NA,EN,2018-09-13T07:00:00Z
DEU,Germany,Germany,22.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.02,NA,NA,40.71,NA,55.41,48.02 [40.71 – 55.41],NA,NA,EN,2018-09-13T07:00:00Z
PHL,Philippines,Philippines,6.4,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,WPR,Western Pacific,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.05,NA,NA,38.12,NA,58.13,48.05 [38.12 – 58.13],NA,NA,EN,2018-09-13T07:00:00Z
COL,Colombia,Colombia,22.3,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.25,NA,NA,39.23,NA,57.27,48.25 [39.23 – 57.27],NA,NA,EN,2018-09-13T07:00:00Z
TTO,Trinidad and Tobago,Trinidad and Tobago,18.6,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,AMR,Americas,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.09,NA,NA,36.73,NA,61.57,49.09 [36.73 – 61.57],NA,NA,EN,2018-09-13T07:00:00Z
MLT,Malta,Malta,28.9,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),numeric,EUR,Europe,Country,Year,2016,TRUE,Sex,Female,FMLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.82,NA,NA,40.86,NA,58.79,49.82 [40.86 – 58.79],NA,NA,EN,2018-09-13T07:00:00Z
